nohup: ignoring input
/bin/bash: /opt/conda/lib/libtinfo.so.6: no version information available (required by /bin/bash)
==========================================
Starting CTGAN sample generation on GPU 0
==========================================

=== Processing 7000 samples ===
Running ctgan_sample_7000_1.py...
[I 2025-12-17 11:10:00,009] A new study created in memory with name: no-name-62666be6-ea93-4bce-83e6-c7505848095b
[I 2025-12-17 11:10:21,026] Trial 0 finished with value: -16.958676822986835 and parameters: {'embedding_dim': 117, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 0 with value: -16.958676822986835.
[I 2025-12-18 03:36:10,566] Trial 30 finished with value: -44.26891648100756 and parameters: {'embedding_dim': 69, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:17,792] Trial 31 finished with value: -34.85467090821998 and parameters: {'embedding_dim': 99, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:24,922] Trial 32 finished with value: -47.2310630827432 and parameters: {'embedding_dim': 82, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:32,272] Trial 33 finished with value: -28.857616375593118 and parameters: {'embedding_dim': 69, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:39,412] Trial 34 finished with value: -16.985991577380723 and parameters: {'embedding_dim': 93, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:46,556] Trial 35 finished with value: -15.7518431478514 and parameters: {'embedding_dim': 98, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:51,516] Trial 36 finished with value: -20.91432086415192 and parameters: {'embedding_dim': 105, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:36:59,101] Trial 37 finished with value: -54.56414495946836 and parameters: {'embedding_dim': 64, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:37:06,992] Trial 38 finished with value: -116.24501370530405 and parameters: {'embedding_dim': 122, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:37:14,274] Trial 39 finished with value: -13.846924021334985 and parameters: {'embedding_dim': 83, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:37:19,306] Trial 40 finished with value: -65.47983718909622 and parameters: {'embedding_dim': 71, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:37:26,541] Trial 41 finished with value: -20.490612330636054 and parameters: {'embedding_dim': 75, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:37:33,719] Trial 42 finished with value: -36.21153598066285 and parameters: {'embedding_dim': 76, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:37:40,892] Trial 43 finished with value: -39.243248512871496 and parameters: {'embedding_dim': 71, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 15 with value: -3.941506401847286.
[I 2025-12-18 03:37:48,079] Trial 44 finished with value: -1.3676171608182663 and parameters: {'embedding_dim': 78, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 44 with value: -1.3676171608182663.
[I 2025-12-18 03:37:55,266] Trial 45 finished with value: -19.251355904206555 and parameters: {'embedding_dim': 89, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 44 with value: -1.3676171608182663.
[I 2025-12-18 03:38:04,136] Trial 46 finished with value: -4.322891021670951 and parameters: {'embedding_dim': 79, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 44 with value: -1.3676171608182663.
[I 2025-12-18 03:38:09,723] Trial 47 finished with value: -55.54183576864136 and parameters: {'embedding_dim': 79, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 44 with value: -1.3676171608182663.
[I 2025-12-18 03:38:17,176] Trial 48 finished with value: -61.264198180918314 and parameters: {'embedding_dim': 85, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 44 with value: -1.3676171608182663.
[I 2025-12-18 03:38:20,830] Trial 49 finished with value: -350.6843669349727 and parameters: {'embedding_dim': 101, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 44 with value: -1.3676171608182663.
[I 2025-12-18 03:38:28,366] A new study created in memory with name: no-name-b306c49f-aa63-4bf2-9151-3fbbe33e4113
Saved CTGAN model for class 0: ../save_model/oversampling_models/ctgan_only_20000_2_incheon_class0.pkl
Saved CTGAN model for class 1: ../save_model/oversampling_models/ctgan_only_20000_2_incheon_class1.pkl
Saved augmented data only ../../data/data_oversampled/augmented_only/ctgan20000_2_incheon.csv: Class 0=18501 | Class 1=16898
Saved ../../data/data_oversampled/ctgan20000/ctgan20000_2_incheon.csv: Class 0=18863 | Class 1=19443 | Class 2=14637
Processing ../../data/data_for_modeling/seoul_train.csv: Optimizing CTGAN for class 0...
Processing ../../data/data_for_modeling/seoul_train.csv: Optimizing CTGAN for class 1...
[I 2025-12-18 03:38:39,240] Trial 0 finished with value: -2347.5052639026476 and parameters: {'embedding_dim': 269, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 1}. Best is trial 0 with value: -2347.5052639026476.
[I 2025-12-18 03:39:15,055] Trial 1 finished with value: -909.653930797797 and parameters: {'embedding_dim': 128, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 1 with value: -909.653930797797.
[I 2025-12-18 03:39:27,202] Trial 2 finished with value: -204.45581099216759 and parameters: {'embedding_dim': 147, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 1024, 'discriminator_steps': 2}. Best is trial 2 with value: -204.45581099216759.
[I 2025-12-18 03:40:01,936] Trial 3 finished with value: -299.80521304565264 and parameters: {'embedding_dim': 384, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 8, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 2 with value: -204.45581099216759.
[I 2025-12-18 03:40:45,264] Trial 4 finished with value: -165.95209935637357 and parameters: {'embedding_dim': 427, 'generator_dim': (256, 256), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 5}. Best is trial 4 with value: -165.95209935637357.
[I 2025-12-18 03:41:00,038] Trial 5 finished with value: -314.82311517142335 and parameters: {'embedding_dim': 403, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 512, 'discriminator_steps': 1}. Best is trial 4 with value: -165.95209935637357.
[I 2025-12-18 03:41:42,838] Trial 6 finished with value: -386.41169084341607 and parameters: {'embedding_dim': 223, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 512, 'discriminator_steps': 5}. Best is trial 4 with value: -165.95209935637357.
[I 2025-12-18 03:42:19,598] Trial 7 finished with value: -72.27512030084144 and parameters: {'embedding_dim': 365, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 7 with value: -72.27512030084144.
[I 2025-12-18 03:43:07,132] Trial 8 finished with value: -1489.8450722014265 and parameters: {'embedding_dim': 261, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 7 with value: -72.27512030084144.
[I 2025-12-18 03:44:06,622] Trial 9 finished with value: -18.126639848601144 and parameters: {'embedding_dim': 259, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:45:04,266] Trial 10 finished with value: -290.4772252371706 and parameters: {'embedding_dim': 503, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:46:01,470] Trial 11 finished with value: -308.7718207667961 and parameters: {'embedding_dim': 338, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:46:29,239] Trial 12 finished with value: -555.4229360694122 and parameters: {'embedding_dim': 316, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:47:26,532] Trial 13 finished with value: -142.51050125047337 and parameters: {'embedding_dim': 206, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:47:46,337] Trial 14 finished with value: -293.4605614806872 and parameters: {'embedding_dim': 329, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 5}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:48:14,001] Trial 15 finished with value: -20.173872876592245 and parameters: {'embedding_dim': 464, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:48:48,517] Trial 16 finished with value: -46.10220462718365 and parameters: {'embedding_dim': 505, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 2}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:49:35,068] Trial 17 finished with value: -960.8107081371776 and parameters: {'embedding_dim': 452, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 9 with value: -18.126639848601144.
[I 2025-12-18 03:50:03,172] Trial 18 finished with value: -16.31202582078589 and parameters: {'embedding_dim': 287, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:50:14,360] Trial 19 finished with value: -194.7554025334868 and parameters: {'embedding_dim': 277, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 2}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:51:01,449] Trial 20 finished with value: -332.1338682591602 and parameters: {'embedding_dim': 190, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:51:29,635] Trial 21 finished with value: -420.8901092613109 and parameters: {'embedding_dim': 292, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:51:58,854] Trial 22 finished with value: -751.2139101030245 and parameters: {'embedding_dim': 243, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:52:33,837] Trial 23 finished with value: -70.26713952929454 and parameters: {'embedding_dim': 189, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:53:02,938] Trial 24 finished with value: -232.46334592134355 and parameters: {'embedding_dim': 306, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:53:25,054] Trial 25 finished with value: -93.46903527411708 and parameters: {'embedding_dim': 346, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 2}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:54:00,050] Trial 26 finished with value: -88.00282025719703 and parameters: {'embedding_dim': 448, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 4}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:54:29,253] Trial 27 finished with value: -79.96054393961322 and parameters: {'embedding_dim': 238, 'generator_dim': (128, 128), 'discriminator_dim': (256, 256), 'pac': 4, 'batch_size': 512, 'discriminator_steps': 3}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:54:48,884] Trial 28 finished with value: -408.88569010229725 and parameters: {'embedding_dim': 476, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 1024, 'discriminator_steps': 5}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:55:45,240] Trial 29 finished with value: -599.4705615609688 and parameters: {'embedding_dim': 273, 'generator_dim': (256, 256), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 4}. Best is trial 18 with value: -16.31202582078589.
[I 2025-12-18 03:56:15,241] A new study created in memory with name: no-name-6c3126e8-dee9-4546-862a-4796736fc658
[I 2025-12-18 03:56:18,618] Trial 0 finished with value: -34.074749813191225 and parameters: {'embedding_dim': 70, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 1}. Best is trial 0 with value: -34.074749813191225.
[I 2025-12-18 03:56:23,536] Trial 1 finished with value: -19.85583754412651 and parameters: {'embedding_dim': 72, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 1 with value: -19.85583754412651.
[I 2025-12-18 03:56:30,367] Trial 2 finished with value: -38.234833713418794 and parameters: {'embedding_dim': 88, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 3}. Best is trial 1 with value: -19.85583754412651.
[I 2025-12-18 03:56:35,471] Trial 3 finished with value: -40.43166359928276 and parameters: {'embedding_dim': 111, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 8, 'batch_size': 128, 'discriminator_steps': 2}. Best is trial 1 with value: -19.85583754412651.
[I 2025-12-18 03:56:39,115] Trial 4 finished with value: -47.31956257767959 and parameters: {'embedding_dim': 72, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 1}. Best is trial 1 with value: -19.85583754412651.
[I 2025-12-18 03:56:46,352] Trial 5 finished with value: -14.834715274063605 and parameters: {'embedding_dim': 101, 'generator_dim': (64, 64), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 256, 'discriminator_steps': 3}. Best is trial 5 with value: -14.834715274063605.
[I 2025-12-18 03:56:49,573] Trial 6 finished with value: -36.442592459070504 and parameters: {'embedding_dim': 81, 'generator_dim': (64, 64), 'discriminator_dim': (64, 64), 'pac': 4, 'batch_size': 64, 'discriminator_steps': 1}. Best is trial 5 with value: -14.834715274063605.
[I 2025-12-18 03:56:56,390] Trial 7 finished with value: -38.9922295540233 and parameters: {'embedding_dim': 103, 'generator_dim': (128, 128), 'discriminator_dim': (128, 128), 'pac': 4, 'batch_size': 128, 'discriminator_steps': 3}. Best is trial 5 with value: -14.834715274063605.
[I 2025-12-18 03:57:01,325] Trial 8 finished with value: -21.562189055897935 and parameters: {'embedding_dim': 93, 'generator_dim': (128, 128), 'discriminator_dim': (64, 64), 'pac': 8, 'batch_size': 64, 'discriminator_steps': 2}. Best is trial 5 with value: -14.834715274063605.
